Currency,Total Deposits,Total Withdrawals,Total Out (Funding),Total In (Trading),Net Transfer Difference,Total Buy Volume,Total Buy Fees,Total Sell Volume,Total Sell Fees,Net Trade Result,Final Balance
USDT,0.0,0.0,-197168.601151,197168.601151,0.0,0.0,0.0,0.0,0.0,0.0,394337.202302
